,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,hit in circadian DEG
Vmn2r86,0.646577922,0.022101085,0.004,0,1,,
Castor1,0.646577922,0.018094729,0.004,0,1,,
Pgam2,0.646577922,0.039411276,0.004,0,1,,
Gm11969,0.646577922,0.015533723,0.004,0,1,,
1700093K21Rik,0.646577922,0.013948657,0.004,0,1,,
Gm12096,0.646577922,0.014911807,0.004,0,1,,
Gm12097,0.646577922,0.017779883,0.004,0,1,,
ENSMUSG00000119957,0.646577922,0.018834638,0.004,0,1,,
Fgf18,0.646577922,0.020383262,0.004,0,1,,
Anp32-ps,0.646577922,0.020302342,0.004,0,1,,
Hmmr,0.646577922,0.022988075,0.004,0,1,,
Gm12146,0.646577922,0.015083402,0.004,0,1,,
Olfr56,0.646577922,0.019862311,0.004,0,1,,
A630014C17Rik,0.646577922,0.017546166,0.004,0,1,,
4933426K07Rik,0.646577922,0.021149688,0.004,0,1,,
Iba57,0.646577922,0.024042324,0.004,0,1,,
Pld6,0.646577922,0.016631555,0.004,0,1,,
Map2k3os,0.646577922,0.020928502,0.004,0,1,,
Slc47a1,0.646577922,0.012131685,0.004,0,1,,
Gm12294,0.646577922,0.025505221,0.004,0,1,,
Tnfsf12,0.646577922,0.023667555,0.004,0,1,,
Ybx2,0.646577922,0.018060596,0.004,0,1,,
Nlrp1a,0.646577922,0.021131531,0.004,0,1,,
Rps12-ps19,0.646577922,0.015383295,0.004,0,1,,
Serpinf1,0.646577922,0.027154206,0.004,0,1,,
Slc46a1,0.646577922,0.017944066,0.004,0,1,,
Cct6b,0.646577922,0.026436077,0.004,0,1,,
Gm12576,0.646577922,0.019697099,0.004,0,1,,
ENSMUSG00000120117,0.646577922,0.016619712,0.004,0,1,,
Col1a1,0.646577922,0.0220788,0.004,0,1,,
ENSMUSG00000120942,0.646577922,0.015318026,0.004,0,1,,
Lrrc46,0.646577922,0.02813293,0.004,0,1,,
4933428G20Rik,0.646577922,0.027753776,0.004,0,1,,
Dhx58os,0.646577922,0.013762214,0.004,0,1,,
Vps25,0.646577922,0.016927625,0.004,0,1,,
ENSMUSG00000120019,0.646577922,0.015368517,0.004,0,1,,
Mdk-ps1,0.646577922,0.028666254,0.004,0,1,,
Ccdc103,0.646577922,0.016804435,0.004,0,1,,
Spata32,0.646577922,0.017840832,0.004,0,1,,
1810010H24Rik,0.646577922,0.015193074,0.004,0,1,,
Gm11715,0.646577922,0.018972723,0.004,0,1,,
Gm11670,0.646577922,0.018572221,0.004,0,1,,
Abca6,0.646577922,0.017890662,0.004,0,1,,
Dnai2,0.646577922,0.013181399,0.004,0,1,,
Slc9a3r1,0.646577922,0.017090602,0.004,0,1,,
Caskin2,0.646577922,0.018655543,0.004,0,1,,
Recql5os1,0.646577922,0.017997842,0.004,0,1,,
Gm11735,0.646577922,0.021113548,0.004,0,1,,
Gm11772,0.646577922,0.021245466,0.004,0,1,,
Gm3807,0.646577922,0.016294921,0.004,0,1,,
Pycr1,0.646577922,0.016842632,0.004,0,1,,
Gm11773,0.646577922,0.020980179,0.004,0,1,,
Gm46332,0.646577922,0.015598597,0.004,0,1,,
Pfn4,0.646577922,0.011511008,0.004,0,1,,
2810032G03Rik,0.646577922,0.015123436,0.004,0,1,,
Gm32828,0.646577922,0.016790332,0.004,0,1,,
Gm35725,0.646577922,0.016655572,0.004,0,1,,
Pqlc3,0.646577922,0.017368143,0.004,0,1,,
Gm49957,0.646577922,0.01673639,0.004,0,1,,
Gm49700,0.646577922,0.020649738,0.004,0,1,,
ENSMUSG00000121317,0.646577922,0.01024263,0.004,0,1,,
ENSMUSG00000121318,0.646577922,0.02673126,0.004,0,1,,
Gm30124,0.646577922,0.014672985,0.004,0,1,,
Gm49586,0.646577922,0.015840579,0.004,0,1,,
Gm4419,0.646577922,0.01883086,0.004,0,1,,
Klf11,0.646577922,0.025445207,0.004,0,1,,
Gm48809,0.646577922,0.024717693,0.004,0,1,,
Scin,0.646577922,0.018551324,0.004,0,1,,
Gm46348,0.646577922,0.025847652,0.004,0,1,,
Gm48508,0.646577922,0.02543955,0.004,0,1,,
Fam177a,0.646577922,0.014013044,0.004,0,1,,
Srp54b,0.646577922,0.015162955,0.004,0,1,,
Gm49376,0.646577922,0.018896192,0.004,0,1,,
Gm48655,0.646577922,0.017692409,0.004,0,1,,
Sstr1,0.646577922,0.013879737,0.004,0,1,,
Gm48559,0.646577922,0.015877166,0.004,0,1,,
Gm9887,0.646577922,0.031287306,0.004,0,1,,
Gm19144,0.646577922,0.018419283,0.004,0,1,,
F730035M05Rik,0.646577922,0.023965264,0.004,0,1,,
4930474H06Rik,0.646577922,0.026610786,0.004,0,1,,
9630002D21Rik,0.646577922,0.018101503,0.004,0,1,,
Prkch,0.646577922,0.015274219,0.004,0,1,,
9230116L04Rik,0.646577922,0.015872094,0.004,0,1,,
Plekhd1os,0.646577922,0.02719422,0.004,0,1,,
Gm17191,0.646577922,0.014157334,0.004,0,1,,
Gm49654,0.646577922,0.016106526,0.004,0,1,,
Gm31308,0.646577922,0.013768299,0.004,0,1,,
Acot1,0.646577922,0.024645653,0.004,0,1,,
Pgf,0.646577922,0.026735011,0.004,0,1,,
Gm47820,0.646577922,0.018387561,0.004,0,1,,
ENSMUSG00000120232,0.646577922,0.024166209,0.004,0,1,,
Gm40557,0.646577922,0.018581079,0.004,0,1,,
Gm20036,0.646577922,0.018438384,0.004,0,1,,
Gm20069,0.646577922,0.017596776,0.004,0,1,,
Serpina10,0.646577922,0.016263849,0.004,0,1,,
Gm46378,0.646577922,0.016037242,0.004,0,1,,
Dio3os,0.646577922,0.019279934,0.004,0,1,,
4921507G05Rik,0.646577922,0.033251607,0.004,0,1,,
A930023M06Rik,0.646577922,0.023872149,0.004,0,1,,
Rpl29-ps2,0.646577922,0.030844904,0.004,0,1,,
Gm9742,0.646577922,0.021130294,0.004,0,1,,
Gm36423,0.646577922,0.018381651,0.004,0,1,,
Gm48682,0.646577922,0.018014802,0.004,0,1,,
Gm47659,0.646577922,0.015209064,0.004,0,1,,
Nme8,0.646577922,0.013379086,0.004,0,1,,
Aoah,0.646577922,0.031562729,0.004,0,1,,
H2ac8,0.646577922,0.018937853,0.004,0,1,,
H3c4,0.646577922,0.024326837,0.004,0,1,,
Gm5447,0.646577922,0.018878495,0.004,0,1,,
Gm48885,0.646577922,0.022620259,0.004,0,1,,
Serpinb9,0.646577922,0.022512756,0.004,0,1,,
Gm32401,0.646577922,0.024653099,0.004,0,1,,
Gm15812,0.646577922,0.017623669,0.004,0,1,,
A330076C08Rik,0.646577922,0.020124406,0.004,0,1,,
Gm43262,0.646577922,0.020631265,0.004,0,1,,
Gm48441,0.646577922,0.021428215,0.004,0,1,,
Gm26555,0.646577922,0.033686526,0.004,0,1,,
Gm34354,0.646577922,0.021600225,0.004,0,1,,
Gm47359,0.646577922,0.019709318,0.004,0,1,,
Gm47246,0.646577922,0.018131816,0.004,0,1,,
A530001N23Rik,0.646577922,0.02187826,0.004,0,1,,
Gm48735,0.646577922,0.014680915,0.004,0,1,,
Gm47003,0.646577922,0.016938982,0.004,0,1,,
Gm3800,0.646577922,0.016763305,0.004,0,1,,
Gm49064,0.646577922,0.030527833,0.004,0,1,,
Gm3772,0.646577922,0.026062997,0.004,0,1,,
Cep72,0.646577922,0.02635836,0.004,0,1,,
Lrrc14b,0.646577922,0.023290998,0.004,0,1,,
1700037F03Rik,0.646577922,0.017559488,0.004,0,1,,
Fam81b,0.646577922,0.038014552,0.004,0,1,,
Gm4814,0.646577922,0.024542972,0.004,0,1,,
Btf3l4b,0.646577922,0.015331058,0.004,0,1,,
Gm48138,0.646577922,0.010412601,0.004,0,1,,
Gcnt4,0.646577922,0.024980403,0.004,0,1,,
Gm6169,0.646577922,0.014336312,0.004,0,1,,
Lncenc1,0.646577922,0.022732287,0.004,0,1,,
6430562O15Rik,0.646577922,0.016126292,0.004,0,1,,
Naip5,0.646577922,0.015448545,0.004,0,1,,
Gm17160,0.646577922,0.015913709,0.004,0,1,,
Shisal2b,0.646577922,0.017100267,0.004,0,1,,
Depdc1b,0.646577922,0.014512297,0.004,0,1,,
Gm10736,0.646577922,0.022953518,0.004,0,1,,
ENSMUSG00000120018,0.646577922,0.025169688,0.004,0,1,,
Esm1,0.646577922,0.022529232,0.004,0,1,,
B430218F22Rik,0.646577922,0.016442128,0.004,0,1,,
1700074H08Rik,0.646577922,0.015476134,0.004,0,1,,
Gm3839,0.646577922,0.032322702,0.004,0,1,,
Dnase1l3,0.646577922,0.017165809,0.004,0,1,,
Gm26680,0.646577922,0.017818475,0.004,0,1,,
Gm3411,0.646577922,0.017627365,0.004,0,1,,
Gm3248,0.646577922,0.017414115,0.004,0,1,,
Gm3164,0.646577922,0.01291496,0.004,0,1,,
Prkcd,0.646577922,0.025997625,0.004,0,1,,
Gm49094,0.646577922,0.014571446,0.004,0,1,,
Stab1,0.646577922,0.015623444,0.004,0,1,,
Hacl1,0.646577922,0.02695931,0.004,0,1,,
Vstm4,0.646577922,0.018854947,0.004,0,1,,
4930527F14Rik,0.646577922,0.018062527,0.004,0,1,,
Gm48940,0.646577922,0.022837443,0.004,0,1,,
Gm10916,0.646577922,0.015113539,0.004,0,1,,
Tmem253,0.646577922,0.018984611,0.004,0,1,,
Rem2,0.646577922,0.021855812,0.004,0,1,,
Myh6,0.646577922,0.030545086,0.004,0,1,,
Gm15932,0.646577922,0.015233664,0.004,0,1,,
Gm49067,0.646577922,0.016527755,0.004,0,1,,
Ska3,0.646577922,0.021764095,0.004,0,1,,
Gm29266,0.646577922,0.015340318,0.004,0,1,,
Gucy1b2,0.646577922,0.028605287,0.004,0,1,,
Gm18146,0.646577922,0.012962717,0.004,0,1,,
Neil2,0.646577922,0.01746722,0.004,0,1,,
Fam167a,0.646577922,0.034989685,0.004,0,1,,
Gm17232,0.646577922,0.02187253,0.004,0,1,,
R3hcc1,0.646577922,0.016372069,0.004,0,1,,
Gm10847,0.646577922,0.025445926,0.004,0,1,,
Rubcnl,0.646577922,0.020847525,0.004,0,1,,
Gm10132,0.646577922,0.020468839,0.004,0,1,,
Gm34758,0.646577922,0.016042004,0.004,0,1,,
Slitrk6,0.646577922,0.015586954,0.004,0,1,,
Mir17hg,0.646577922,0.01814035,0.004,0,1,,
Gm26679,0.646577922,0.015629163,0.004,0,1,,
1700108J01Rik,0.646577922,0.023768602,0.004,0,1,,
Gm49260,0.646577922,0.014013701,0.004,0,1,,
Gm54621,0.646577922,0.019414925,0.004,0,1,,
Ccdc152,0.646577922,0.01529928,0.004,0,1,,
BC037032,0.646577922,0.012273521,0.004,0,1,,
Card6,0.646577922,0.015708547,0.004,0,1,,
Egflam,0.646577922,0.01863549,0.004,0,1,,
Gm2581,0.646577922,0.019022624,0.004,0,1,,
Gm35769,0.646577922,0.018063827,0.004,0,1,,
Gm31458,0.646577922,0.033866314,0.004,0,1,,
9630009A06Rik,0.646577922,0.01377817,0.004,0,1,,
Gm49284,0.646577922,0.015837348,0.004,0,1,,
Gm48965,0.646577922,0.017060056,0.004,0,1,,
ENSMUSG00000120875,0.646577922,0.025291612,0.004,0,1,,
Grhl2,0.646577922,0.020554525,0.004,0,1,,
Gm49311,0.646577922,0.024778699,0.004,0,1,,
Gm49313,0.646577922,0.021201822,0.004,0,1,,
Tmem74,0.646577922,0.019653219,0.004,0,1,,
Gm16300,0.646577922,0.016091201,0.004,0,1,,
Tnfrsf11b,0.646577922,0.014244974,0.004,0,1,,
Sntb1,0.646577922,0.022308215,0.004,0,1,,
ENSMUSG00000120225,0.646577922,0.023701777,0.004,0,1,,
Oc90,0.646577922,0.030002573,0.004,0,1,,
Gsdmd,0.646577922,0.019129835,0.004,0,1,,
Rps6-ps1,0.646577922,0.021868668,0.004,0,1,,
Gm24753,0.646577922,0.02073632,0.004,0,1,,
Gm36738,0.646577922,0.015502638,0.004,0,1,,
1700041B01Rik,0.646577922,0.016974493,0.004,0,1,,
Gcat,0.646577922,0.018355498,0.004,0,1,,
Maff,0.646577922,0.019232548,0.004,0,1,,
Enthd1,0.646577922,0.019368148,0.004,0,1,,
Cenpm,0.646577922,0.018516759,0.004,0,1,,
Cyp2d36-ps,0.646577922,0.016769654,0.004,0,1,,
Gm49435,0.646577922,0.028507248,0.004,0,1,,
Serhl,0.646577922,0.022047657,0.004,0,1,,
1700001L05Rik,0.646577922,0.015611698,0.004,0,1,,
Mapk12,0.646577922,0.015920097,0.004,0,1,,
Irak4,0.646577922,0.014492643,0.004,0,1,,
Gm49172,0.646577922,0.023885662,0.004,0,1,,
ENSMUSG00000120138,0.646577922,0.024952588,0.004,0,1,,
Tex49,0.646577922,0.016914043,0.004,0,1,,
5730414N17Rik,0.646577922,0.017580495,0.004,0,1,,
Fignl2,0.646577922,0.026731818,0.004,0,1,,
Itgb7,0.646577922,0.018949908,0.004,0,1,,
Gm36560,0.646577922,0.021535319,0.004,0,1,,
Gm49482,0.646577922,0.024545597,0.004,0,1,,
Gm20695,0.646577922,0.017120282,0.004,0,1,,
Gm15537,0.646577922,0.021194474,0.004,0,1,,
ENSMUSG00000120462,0.646577922,0.014150313,0.004,0,1,,
Gm15807,0.646577922,0.023149383,0.004,0,1,,
Gm33696,0.646577922,0.015149316,0.004,0,1,,
Cebpd,0.646577922,0.028882957,0.004,0,1,,
Cldn1,0.646577922,0.015428576,0.004,0,1,,
Gm46560,0.646577922,0.01896644,0.004,0,1,,
Parp14,0.646577922,0.016771115,0.004,0,1,,
Gpr156,0.646577922,0.019600535,0.004,0,1,,
4932412D23Rik,0.646577922,0.026085809,0.004,0,1,,
Gm6030,0.646577922,0.01777016,0.004,0,1,,
ENSMUSG00000120198,0.646577922,0.02420022,0.004,0,1,,
Tmem45a,0.646577922,0.022075078,0.004,0,1,,
Samsn1,0.646577922,0.018696747,0.004,0,1,,
Gm33255,0.646577922,0.02037217,0.004,0,1,,
ENSMUSG00000120080,0.646577922,0.018834886,0.004,0,1,,
4931406G06Rik,0.646577922,0.022801681,0.004,0,1,,
Il10rb,0.646577922,0.025641973,0.004,0,1,,
Gm41504,0.646577922,0.017222001,0.004,0,1,,
Ldhal6b,0.646577922,0.019422479,0.004,0,1,,
Tmem181c-ps,0.646577922,0.017089448,0.004,0,1,,
Gm49719,0.646577922,0.018704317,0.004,0,1,,
Tagap,0.646577922,0.015452367,0.004,0,1,,
Plg,0.646577922,0.013810452,0.004,0,1,,
Gm49121,0.646577922,0.010846075,0.004,0,1,,
Pkmyt1,0.646577922,0.025004918,0.004,0,1,,
Prss27,0.646577922,0.024675353,0.004,0,1,,
Gm50062,0.646577922,0.018334095,0.004,0,1,,
Igfals,0.646577922,0.021176149,0.004,0,1,,
Nme3,0.646577922,0.019461294,0.004,0,1,,
Gm34455,0.646577922,0.017079925,0.004,0,1,,
Gm20468,0.646577922,0.019110378,0.004,0,1,,
Ggnbp1,0.646577922,0.019762356,0.004,0,1,,
9630028I04Rik,0.646577922,0.030587719,0.004,0,1,,
Tmem217,0.646577922,0.020386846,0.004,0,1,,
Gm16758,0.646577922,0.021861661,0.004,0,1,,
Gm17251,0.646577922,0.01793972,0.004,0,1,,
Smim40,0.646577922,0.023458782,0.004,0,1,,
Gm19412,0.646577922,0.01801412,0.004,0,1,,
Tap2,0.646577922,0.031663261,0.004,0,1,,
Gm20522,0.646577922,0.015708761,0.004,0,1,,
ENSMUSG00000120154,0.646577922,0.027363003,0.004,0,1,,
H2-T10,0.646577922,0.025374963,0.004,0,1,,
Opn5,0.646577922,0.011314255,0.004,0,1,,
Cyp39a1,0.646577922,0.01481694,0.004,0,1,,
Crip3,0.646577922,0.022308062,0.004,0,1,,
Apobec2,0.646577922,0.019442225,0.004,0,1,,
Gm52954,0.646577922,0.023250137,0.004,0,1,,
Gm6934,0.646577922,0.020985359,0.004,0,1,,
Gm16276,0.646577922,0.018983799,0.004,0,1,,
Lama1,0.646577922,0.018425751,0.004,0,1,,
Arhgap28,0.646577922,0.037547935,0.004,0,1,,
Myom1,0.646577922,0.016811963,0.004,0,1,,
Nlrc4,0.646577922,0.02892701,0.004,0,1,,
Gm17315,0.646577922,0.030090877,0.004,0,1,,
Gm29418,0.646577922,0.017846,0.004,0,1,,
Gm31615,0.646577922,0.023325668,0.004,0,1,,
Gm10557,0.646577922,0.017940406,0.004,0,1,,
Gm26682,0.646577922,0.02077447,0.004,0,1,,
Fzd8,0.646577922,0.016946172,0.004,0,1,,
Gm49968,0.646577922,0.014751941,0.004,0,1,,
Gm15956,0.646577922,0.017588611,0.004,0,1,,
ENSMUSG00000120124,0.646577922,0.026937822,0.004,0,1,,
Gpr17,0.646577922,0.025261601,0.004,0,1,,
Gm35060,0.646577922,0.020805088,0.004,0,1,,
ENSMUSG00000120029,0.646577922,0.025473637,0.004,0,1,,
Gm3587,0.646577922,0.016797165,0.004,0,1,,
Spata24,0.646577922,0.016421962,0.004,0,1,,
Gm36858,0.646577922,0.018738657,0.004,0,1,,
Pcdhb8,0.646577922,0.01656459,0.004,0,1,,
Pcdhb13,0.646577922,0.015799909,0.004,0,1,,
Pcdhga1,0.646577922,0.017589448,0.004,0,1,,
Pcdhgb6,0.646577922,0.029910171,0.004,0,1,,
Gm15337,0.646577922,0.015124293,0.004,0,1,,
Gm31087,0.646577922,0.018491255,0.004,0,1,,
Gm5504,0.646577922,0.025655594,0.004,0,1,,
Gm4013,0.646577922,0.03049699,0.004,0,1,,
Stk32a,0.646577922,0.014682143,0.004,0,1,,
Gm49971,0.646577922,0.026127618,0.004,0,1,,
Slc27a6,0.646577922,0.033518074,0.004,0,1,,
F830016B08Rik,0.646577922,0.019544721,0.004,0,1,,
Pdgfrb,0.646577922,0.012451684,0.004,0,1,,
Gm50106,0.646577922,0.013028147,0.004,0,1,,
Onecut2,0.646577922,0.035416763,0.004,0,1,,
ENSMUSG00000120534,0.646577922,0.024911424,0.004,0,1,,
Impa2,0.646577922,0.019048097,0.004,0,1,,
Gm31819,0.646577922,0.023804446,0.004,0,1,,
D730045A05Rik,0.646577922,0.015604049,0.004,0,1,,
ENSMUSG00000120406,0.646577922,0.016926704,0.004,0,1,,
Gm46620,0.646577922,0.028113286,0.004,0,1,,
Gm31621,0.646577922,0.017694052,0.004,0,1,,
Gm50314,0.646577922,0.013833495,0.004,0,1,,
Gm50404,0.646577922,0.023686924,0.004,0,1,,
Tcirg1,0.646577922,0.015852412,0.004,0,1,,
1500032F14Rik,0.646577922,0.012874569,0.004,0,1,,
ENSMUSG00000120130,0.646577922,0.018455386,0.004,0,1,,
Gm50203,0.646577922,0.019692316,0.004,0,1,,
Znrd2,0.646577922,0.01880059,0.004,0,1,,
Pygm,0.646577922,0.023627791,0.004,0,1,,
Plcb3,0.646577922,0.022788148,0.004,0,1,,
Slc22a6,0.646577922,0.019447029,0.004,0,1,,
Lbhd1,0.646577922,0.017161022,0.004,0,1,,
ENSMUSG00000120067,0.646577922,0.017634142,0.004,0,1,,
Vwce,0.646577922,0.019910179,0.004,0,1,,
Slc15a3,0.646577922,0.020943525,0.004,0,1,,
Gm47243,0.646577922,0.018518518,0.004,0,1,,
ENSMUSG00000120068,0.646577922,0.021279718,0.004,0,1,,
Pgm5,0.646577922,0.023466313,0.004,0,1,,
Gm54639,0.646577922,0.029581962,0.004,0,1,,
Gm26902,0.646577922,0.01470551,0.004,0,1,,
Gm47773,0.646577922,0.012301539,0.004,0,1,,
Slc35g1,0.646577922,0.013397854,0.004,0,1,,
Hoga1,0.646577922,0.020512995,0.004,0,1,,
Hpse2,0.646577922,0.016582798,0.004,0,1,,
Gm6807,0.646577922,0.016776245,0.004,0,1,,
2310034G01Rik,0.646577922,0.034793222,0.004,0,1,,
ENSMUSG00000120748,0.646577922,0.015973633,0.004,0,1,,
1700001K23Rik,0.646577922,0.017717054,0.004,0,1,,
Plekhs1,0.646577922,0.017487017,0.004,0,1,,
Gm4219,0.646577922,0.015387715,0.004,0,1,,
Ppp1r3f,0.646577922,0.018910529,0.004,0,1,,
Prickle3,0.646577922,0.013970218,0.004,0,1,,
ENSMUSG00000120775,0.646577922,0.019047096,0.004,0,1,,
Gm5751,0.646577922,0.025986773,0.004,0,1,,
Gm14493,0.646577922,0.020928592,0.004,0,1,,
Gm16265,0.646577922,0.019477468,0.004,0,1,,
AA414768,0.646577922,0.023847384,0.004,0,1,,
Gm24763,0.646577922,0.013898774,0.004,0,1,,
Gm14586,0.646577922,0.018299086,0.004,0,1,,
Rtl8c,0.646577922,0.025685067,0.004,0,1,,
Gpr101,0.646577922,0.014881041,0.004,0,1,,
ENSMUSG00000120929,0.646577922,0.017742822,0.004,0,1,,
Xlr4a,0.646577922,0.015292626,0.004,0,1,,
Xlr3a,0.646577922,0.016622883,0.004,0,1,,
ENSMUSG00000120242,0.646577922,0.018308135,0.004,0,1,,
Fam90a1b.1,0.646577922,0.014360644,0.004,0,1,,
Zxdb,0.646577922,0.023244288,0.004,0,1,,
Asb12,0.646577922,0.026042333,0.004,0,1,,
Foxo4,0.646577922,0.01775011,0.004,0,1,,
Cited1,0.646577922,0.019292359,0.004,0,1,,
Chrdl1,0.646577922,0.018655398,0.004,0,1,,
A730046J19Rik,0.646577922,0.014493822,0.004,0,1,,
Pfkfb1,0.646577922,0.016771012,0.004,0,1,,
Gm15186,0.646577922,0.018857567,0.004,0,1,,
Gja6,0.646577922,0.023922774,0.004,0,1,,
Gm23794,0.646577922,0.031042492,0.004,0,1,,
Tlr7,0.646577922,0.024077614,0.004,0,1,,
Gm15245,0.646577922,0.028506919,0.004,0,1,,
Gm29650,0.646577922,0.029804637,0.004,0,1,,
mt-Ts2,0.646577922,0.020397336,0.004,0,1,,
Tspan5,0.646766048,-0.473927705,0.424,0.362,1,,
Glb1,0.646972623,0.12072331,0.048,0.034,1,,
Wars,0.647602617,-0.016947601,0.049,0.034,1,,
Rngtt,0.647609757,-0.520305955,0.234,0.224,1,,
Il17d,0.647726832,-0.147495745,0.04,0.052,1,,
Nudcd1,0.647908676,-0.217135724,0.093,0.069,1,,
Mtx2,0.648132968,-0.117294659,0.132,0.103,1,,
Tubb2a,0.648232179,-0.247107066,0.363,0.276,1,,
Gm39326,0.648644266,0.001168365,0.049,0.034,1,,
Psmb4,0.64877553,-0.423677669,0.094,0.103,1,,
Cyth3,0.649171797,-0.030375922,0.068,0.052,1,,
Taf15,0.64939367,-0.348383994,0.316,0.241,1,,
Shb,0.649423419,0.07805077,0.106,0.086,1,,
Aamp,0.64951854,-0.043438013,0.07,0.052,1,,
Brap,0.649615933,0.025672772,0.068,0.052,1,,
Arpc4,0.649686602,-0.110300044,0.049,0.034,1,,
Svep1,0.649755096,0.103617891,0.027,0.017,1,,
2810021J22Rik,0.649755096,0.081090912,0.027,0.017,1,,
AU040320,0.649840507,-0.308496306,0.183,0.138,1,,
Phf21b,0.649970291,-0.178864091,0.04,0.052,1,,
Dcbld2,0.65006021,-0.026697746,0.068,0.052,1,,
Crebbp,0.650121021,-0.273898178,0.45,0.397,1,,
Phip,0.650130653,-0.303123581,0.451,0.345,1,,
Gm16279,0.650134489,0.105697905,0.048,0.034,1,,
Bclaf1,0.650660921,-0.448790813,0.361,0.259,1,,
Sec31a,0.650689307,-0.275828904,0.091,0.069,1,,
Dbi,0.650709479,-0.22803503,0.071,0.052,1,,
Sec23b,0.650793237,-0.287285839,0.057,0.069,1,,
Ikbkb,0.650842822,-0.254831314,0.107,0.121,1,,
Eif3a,0.65089685,-0.179339488,0.155,0.121,1,,
Inha,0.651149421,0.083889248,0.027,0.017,1,,
Scai,0.651184162,-0.19780116,0.196,0.155,1,,
Heatr1,0.651189846,0.088215692,0.048,0.034,1,,
Mettl9,0.651287952,-0.344710062,0.091,0.103,1,,
Anapc5,0.651297164,-0.289640172,0.156,0.121,1,,
Dad1,0.651297168,-0.777081277,0.154,0.155,1,,
Ppp1r9a,0.651346361,-0.052496968,0.46,0.345,1,,
4930488L21Rik,0.651459664,-0.384367005,0.041,0.052,1,,
B3galnt1,0.651585069,-0.249316666,0.071,0.052,1,,
Dusp16,0.651723643,-0.051503794,0.07,0.052,1,,
Wrnip1,0.651773331,-0.008259491,0.049,0.034,1,,
Dusp3,0.651925843,-0.079824802,0.09,0.069,1,,
Pea15a,0.652325175,-0.659247496,0.093,0.103,1,,
Tmod2,0.652410096,-0.139538649,0.222,0.172,1,,
Ddhd1,0.652439318,-0.225962317,0.155,0.121,1,,
Eif2ak4,0.652556985,-0.221980205,0.134,0.103,1,,
Crat,0.652568979,-0.266137341,0.041,0.052,1,,
5430402O13Rik,0.65281771,-0.006206147,0.049,0.034,1,,
Ift20,0.653132398,-0.336675834,0.112,0.086,1,,
Adam17,0.653337682,-0.221272525,0.071,0.052,1,,
Ipo11,0.653365506,-0.155988218,0.155,0.121,1,,
Iqce,0.653596175,-0.343501783,0.091,0.103,1,,
Dph3,0.653679062,-0.457897104,0.041,0.052,1,,
Gm38120,0.653941731,-0.194361415,0.026,0.034,1,,
Zfp442,0.653941731,0.067847894,0.027,0.017,1,,
Pex11b,0.653941731,-0.416583535,0.026,0.034,1,,
Card10,0.653941731,-0.575375558,0.026,0.034,1,,
Slx4,0.653941731,-0.254782244,0.026,0.034,1,,
Mrpl39,0.653941731,-0.239198945,0.026,0.034,1,,
Myo5b,0.653941731,0.068462539,0.027,0.017,1,,
C130060C02Rik,0.653941731,-0.244738899,0.026,0.034,1,,
Mtch2,0.654107857,-0.154145315,0.152,0.121,1,,
Exoc3,0.654269538,-0.633465332,0.198,0.19,1,,
Arl2,0.654397553,0.025422617,0.088,0.069,1,,
Glo1,0.654789913,-0.288755687,0.041,0.052,1,,
Cxxc1,0.65490854,-0.094858925,0.049,0.034,1,,
Nlk,0.655121902,-0.277096547,0.457,0.414,1,,
Tsga10,0.655213173,-0.060919583,0.172,0.138,1,,
Zswim1,0.655339708,-0.294318957,0.026,0.034,1,,
Gm43696,0.655339708,-0.266676998,0.026,0.034,1,,
Gm17036,0.655339708,-0.169422754,0.026,0.034,1,,
Baz2a,0.655404303,-0.152017829,0.132,0.103,1,,
Lrrc8a,0.65560004,-0.138404548,0.011,0.017,1,,
Gm37334,0.655600082,-0.185493693,0.011,0.017,1,,
a,0.655600082,-0.237852416,0.011,0.017,1,,
5031434O11Rik,0.655600082,-0.154614953,0.011,0.017,1,,
Gm42659,0.655600082,-0.140380262,0.011,0.017,1,,
Fancg,0.655600082,-0.153261604,0.011,0.017,1,,
Frmpd1,0.655600082,-0.216553051,0.011,0.017,1,,
C530005A16Rik,0.655600082,-0.182433322,0.011,0.017,1,,
Vwa1,0.655600082,-0.141760341,0.011,0.017,1,,
Gm42598,0.655600082,-0.156490565,0.011,0.017,1,,
Gm26648,0.655600082,-0.171020344,0.011,0.017,1,,
Otof,0.655600082,-0.205823032,0.011,0.017,1,,
ENSMUSG00000120368,0.655600082,-0.137630848,0.011,0.017,1,,
Nptx2,0.655600082,-0.098185277,0.011,0.017,1,,
Gm44005,0.655600082,-0.154443478,0.011,0.017,1,,
Gm43633,0.655600082,-0.127354502,0.011,0.017,1,,
Armc5,0.655600082,-0.11993327,0.011,0.017,1,,
Tnfrsf23,0.655600082,-0.287515012,0.011,0.017,1,,
Mon1b,0.655600082,-0.161044091,0.011,0.017,1,,
Exoc8,0.655600082,-0.17315248,0.011,0.017,1,,
Gm48673,0.655600082,-0.187059087,0.011,0.017,1,,
Unc5b,0.655600082,-0.158494939,0.011,0.017,1,,
Diras1,0.655600082,-0.225647125,0.011,0.017,1,,
4930486F22Rik,0.655600082,-0.067034474,0.011,0.017,1,,
Pold2,0.655600082,-0.1239035,0.011,0.017,1,,
Plscr3,0.655600082,-0.278851108,0.011,0.017,1,,
Vat1,0.655600082,-0.119928459,0.011,0.017,1,,
Noxred1,0.655600082,-0.229541092,0.011,0.017,1,,
